data,brl_price_yesterday,brl_price_yesterday-1,var_brl_price_yesterday,var_usd_price_yesterday,usd,brl_price
06/01/2012,476.49,481.49,-5,0.68,1.8579,481.91
09/01/2012,481.91,476.49,5.42,5.8,1.8329,488.41
10/01/2012,488.41,481.91,6.5,6.87,1.7995,491.5
11/01/2012,491.5,488.41,3.09,7.6,1803,504.65
12/01/2012,504.65,491.5,13.15,0.88,1778,501.74
13/01/2012,501.74,504.65,-2.91,-6.49,1.7849,492.34
16/01/2012,492.34,501.74,-9.4,-1.44,1.7859,487.57
17/01/2012,487.57,492.34,-4.77,0.15,1788,485.66
18/01/2012,485.66,487.57,-1.91,5.7,1.7649,492.43
19/01/2012,492.43,485.66,6.77,0.74,1.7655,494.29
20/01/2012,494.29,492.43,1.86,1.23,1.7548,494.23
23/01/2012,494.23,494.29,-0.06,-5.4,1.7552,481.96
24/01/2012,481.96,494.23,-12.27,-1.09,1.7585,481.72
25/01/2012,481.72,481.96,-0.24,-0.83,1.7605,481.63
26/01/2012,481.63,481.72,-0.09,1.79,1.7505,479.82
27/01/2012,479.82,481.63,-1.81,-3.97,1.7374,472.9
30/01/2012,472.9,479.82,-6.92,-2.08,1.75,471.16
31/01/2012,471.16,472.9,-1.74,-0.6,1.7472,469.04
01/02/2012,469.04,471.16,-2.12,-1.89,1.7342,462.54
02/02/2012,462.54,469.04,-6.5,1.47,1.7195,462.13
03/02/2012,462.13,462.54,-0.41,1.51,1.7161,463.39
06/02/2012,463.39,462.13,1.26,-3.8,1.7266,459.52
07/02/2012,459.52,463.39,-3.87,2.81,1726,463.56
08/02/2012,463.56,459.52,4.04,0.89,1.7214,464.01
09/02/2012,464.01,463.56,0.45,3.11,1.7163,468.82
10/02/2012,468.82,464.01,4.81,-2.61,1.7208,466.24
13/02/2012,466.24,468.82,-2.58,-2.05,1.7165,460.29
14/02/2012,460.29,466.24,-5.95,-6.1,1.7211,450.86
15/02/2012,450.86,460.29,-9.43,-14.15,1.7289,427.51
16/02/2012,427.51,450.86,-23.35,-5.48,1.7165,417.33
17/02/2012,417.33,427.51,-10.18,2.23,1715,419.23
22/02/2012,419.23,417.33,1.9,-2.62,1.7064,413.03
23/02/2012,413.03,419.23,-6.2,2.48,1.7137,418.49
24/02/2012,418.49,413.03,5.46,1.52,1.7094,419.86
27/02/2012,419.86,418.49,1.37,-2.25,1.7077,416.51
28/02/2012,416.51,419.86,-3.35,1.73,1695,417.99
29/02/2012,417.99,416.51,1.48,-4.56,1.7174,413.6
01/03/2012,413.6,417.99,-4.39,2.89,1.7138,417.6
02/03/2012,417.6,413.6,4,-5.84,1.7311,412.59
05/03/2012,412.59,417.6,-5.01,0.2,1.7394,413.66
06/03/2012,413.66,412.59,1.07,-13.67,1.7584,395.32
07/03/2012,395.32,413.66,-18.34,-2.38,1.7665,392.68
08/03/2012,392.68,395.32,-2.64,-0.1,1.7612,393.17
09/03/2012,393.17,392.68,0.49,-5.57,1.7914,386.34
12/03/2012,386.34,393.17,-6.83,-4.28,1.7995,383.17
13/03/2012,383.17,386.34,-3.17,3.76,1.7926,388.86
14/03/2012,388.86,383.17,5.69,-2.03,1.8054,387.15
15/03/2012,387.15,388.86,-1.71,0.75,1.7991,387.43
16/03/2012,387.43,387.15,0.28,-2.45,1.8003,382.59
19/03/2012,382.59,387.43,-4.84,-0.16,1.8215,382.73
20/03/2012,382.73,382.59,0.14,-2.54,1.8144,381.69
21/03/2012,381.69,382.73,-1.04,3.4,1.8226,387.47
22/03/2012,387.47,381.69,5.78,-9.93,1.8199,370.42
23/03/2012,370.42,387.47,-17.05,1.66,1.8106,370.58
26/03/2012,370.58,370.42,0.16,0.97,1.8175,373.36
27/03/2012,373.36,370.58,2.78,7.13,1.8219,385.88
28/03/2012,385.88,373.36,12.52,-5.41,1823,379.18
29/03/2012,379.18,385.88,-6.7,-3.73,1.8224,371.96
30/03/2012,371.96,379.18,-7.22,5.3,1.8264,381.84
02/04/2012,381.84,371.96,9.88,1.83,1.8329,386.44
03/04/2012,386.44,381.84,4.6,-1.6,1.8255,383.3
04/04/2012,383.3,386.44,-3.14,2.18,1.8263,386.25
05/04/2012,386.25,383.3,2.95,-1.9,1.8214,382.57
09/04/2012,382.57,386.25,-3.68,-3.06,1.8173,375.75
10/04/2012,375.75,382.57,-6.82,-1.13,1.8337,375.94
11/04/2012,375.94,375.75,0.19,1.7,1.8358,379.67
12/04/2012,379.67,375.94,3.73,0.39,1.8272,378.94
13/04/2012,378.94,379.67,-0.73,-0.71,1.8372,379.92
16/04/2012,379.92,378.94,0.98,-3.96,1.8478,373.24
17/04/2012,373.24,379.92,-6.68,-3.15,1.8612,370.05
18/04/2012,370.05,373.24,-3.19,-1.05,1879,372.66
19/04/2012,372.66,370.05,2.61,1.34,1.8806,376.98
20/04/2012,376.98,372.66,4.32,3.42,1.8724,380.78
23/04/2012,380.78,376.98,3.8,-1.25,1.8802,380.05
24/04/2012,380.05,380.78,-0.73,4.64,1.8821,389.2
25/04/2012,389.2,380.05,9.15,-5.56,1.8788,378.73
26/04/2012,378.73,389.2,-10.47,-1.03,1.8855,377.2
27/04/2012,377.2,378.73,-1.53,1.18,1.8861,379.61
30/04/2012,379.61,377.2,2.41,-0.12,1.9088,383.41
02/05/2012,383.41,379.61,3.8,0.74,1.9243,387.85
03/05/2012,387.85,383.41,4.44,-6.37,1.9085,374.43
04/05/2012,374.43,387.85,-13.42,-0.11,1.9275,375.21
07/05/2012,375.21,374.43,0.78,1.84,1.9194,378.93
08/05/2012,378.93,375.21,3.72,-0.85,1.9397,380.45
09/05/2012,380.45,378.93,1.52,-2.31,1.9715,380.83
10/05/2012,380.83,380.45,0.38,6.48,1.9529,390.53
11/05/2012,390.53,380.83,9.7,-3.37,1966,384.95
14/05/2012,384.95,390.53,-5.58,-1.56,1.9951,388.76
15/05/2012,388.76,384.95,3.81,-1.5,2.2017,388.3
16/05/2012,388.3,388.76,-0.46,0.76,2.2005,390.01
17/05/2012,390.01,388.3,1.71,-0.78,2.1992,388.07
18/05/2012,388.07,390.01,-1.94,0.7,2.0237,393.56
21/05/2012,393.56,388.07,5.49,-4.15,2.0417,389.37
22/05/2012,389.37,393.56,-4.19,-2.97,2.0907,390.62
23/05/2012,390.62,389.37,1.25,-3.31,2.0309,376.73
24/05/2012,376.73,390.62,-13.89,1.83,2.0282,379.17
25/05/2012,379.17,376.73,2.44,4.05,1.9846,380.18
28/05/2012,380.18,379.17,1.01,2.08,1.9832,381.25
29/05/2012,381.25,380.18,1.07,-3.1,1.9895,376.05
30/05/2012,376.05,381.25,-5.2,-2.55,2016,376.59
31/05/2012,376.59,376.05,0.54,-5.07,2.0226,366.37
01/06/2012,366.37,376.59,-10.22,-1.74,2.04,368.07
04/06/2012,368.07,366.37,1.7,-2.78,2056,363.28
05/06/2012,363.28,368.07,-4.79,0.13,2.0248,358.4
06/06/2012,358.4,363.28,-4.88,-3.15,2.0328,353.26
08/06/2012,353.26,358.4,-5.14,1.74,2.0213,356.08
11/06/2012,356.08,353.26,2.82,-3.01,2.0652,354.31
12/06/2012,354.31,356.08,-1.77,-2.57,2.0684,351.24
13/06/2012,351.24,354.31,-3.07,0.65,2.0719,354.12
14/06/2012,354.12,351.24,2.88,-1.52,2.0569,348.43
15/06/2012,348.43,354.12,-5.69,2.25,2.0484,350.31
18/06/2012,350.31,348.43,1.88,-1.47,2.0641,350.37
19/06/2012,350.37,350.31,0.06,7.23,2.0279,360.12
20/06/2012,360.12,350.37,9.75,-5.65,2.0256,349.51
21/06/2012,349.51,360.12,-10.61,4.99,2.0631,362.85
22/06/2012,362.85,349.51,13.34,-4.27,2.0675,356.14
25/06/2012,356.14,362.85,-6.71,2.61,2.0613,361.71
26/06/2012,361.71,356.14,5.57,5.45,2.0724,374.42
27/06/2012,374.42,361.71,12.71,-1.16,2.0764,373.63
28/06/2012,373.63,374.42,-0.79,1.7,2.0765,377.17
29/06/2012,377.17,373.63,3.54,9.34,2.1995,382.73
02/07/2012,382.73,377.17,5.56,5.3,1.9849,389.27
03/07/2012,389.27,382.73,6.54,2.62,2.0156,399.63
04/07/2012,399.63,389.27,10.36,-1.4,2.0279,399.96
05/07/2012,399.96,399.63,0.33,1.9,2.0194,403.02
06/07/2012,403.02,399.96,3.06,-3.4,2.0281,396.91
09/07/2012,396.91,403.02,-6.11,5.18,2.0323,407.44
10/07/2012,407.44,396.91,10.53,-0.77,2.0333,407.67
11/07/2012,407.67,407.44,0.23,4.76,2.0345,416.57
12/07/2012,416.57,407.67,8.9,-2.31,2.0373,412.26
13/07/2012,412.26,416.57,-4.31,3.39,2037,418.98
16/07/2012,418.98,412.26,6.72,-2.65,2.0347,413.38
17/07/2012,413.38,418.98,-5.6,0.63,2022,412.81
18/07/2012,412.81,413.38,-0.57,-1.27,2.0227,409.63
19/07/2012,409.63,412.81,-3.18,6.65,2.0125,421.42
20/07/2012,421.42,409.63,11.79,-2.13,2.0236,418.99
23/07/2012,418.99,421.42,-2.43,-1.8,2.0389,418.21
24/07/2012,418.21,418.99,-0.78,-8.69,2.0477,401.88
25/07/2012,401.88,418.21,-16.33,3.61,2.0331,407.26
26/07/2012,407.26,401.88,5.38,-0.22,2.0213,404.22
27/07/2012,404.22,407.26,-3.04,-0.87,2.0212,402.65
30/07/2012,402.65,404.22,-1.57,2.57,2.0405,411.08
31/07/2012,411.08,402.65,8.43,-4.16,2.0567,403.97
01/08/2012,403.97,411.08,-7.11,-0.25,2.0443,402.68
02/08/2012,402.68,403.97,-1.29,-2.8,2.0497,398.31
03/08/2012,398.31,402.68,-4.37,4.78,2.0282,403.74
06/08/2012,403.74,398.31,5.43,-0.77,2.0312,402.18
07/08/2012,402.18,403.74,-1.56,-2.62,2.0285,396.85
08/08/2012,396.85,402.18,-5.33,-1.47,2.0205,392.72
09/08/2012,392.72,396.85,-4.13,-3.25,2013,385.18
10/08/2012,385.18,392.72,-7.54,-5.31,2.0149,374.3
13/08/2012,374.3,385.18,-10.88,0.94,2.0204,377.3
14/08/2012,377.3,374.3,3,-0.97,2.0266,376.27
15/08/2012,376.27,377.3,-1.03,-3.48,2.0225,368.3
16/08/2012,368.3,376.27,-7.97,-2.46,2.0168,362.79
17/08/2012,362.79,368.3,-5.51,0.81,2.0155,363.71
20/08/2012,363.71,362.79,0.92,1.89,2.0168,368.05
21/08/2012,368.05,363.71,4.34,0.61,2.0158,369.1
22/08/2012,369.1,368.05,1.05,-2.04,2.0165,365.54
23/08/2012,365.54,369.1,-3.56,-1.47,2.0237,363.29
24/08/2012,363.29,365.54,-2.25,1.62,2.0271,366.57
27/08/2012,366.57,363.29,3.28,1.01,2.0342,370.08
28/08/2012,370.08,366.57,3.51,0.89,2044,373.89
29/08/2012,373.89,370.08,3.81,0.52,2.05,376.05
30/08/2012,376.05,373.89,2.16,-2.92,2.0488,369.52
31/08/2012,369.52,376.05,-6.53,5.88,2.0293,378.57
03/09/2012,378.57,369.52,9.05,-1.66,2033,375.58
04/09/2012,375.58,378.57,-2.99,0.11,2.0427,377.45
05/09/2012,377.45,375.58,1.87,-4.9,2.0393,367.11
06/09/2012,367.11,377.45,-10.34,0.31,2.0281,366.12
10/09/2012,366.12,367.11,-0.99,11.64,2.0224,388.79
11/09/2012,388.79,366.12,22.67,2.14,2.0167,391.95
12/09/2012,391.95,388.79,3.16,-1.93,2.0271,389.78
13/09/2012,389.78,391.95,-2.17,5.15,2.0211,398.84
14/09/2012,398.84,389.78,9.06,1.46,2.0119,400.2
17/09/2012,400.2,398.84,1.36,-4.78,2.0329,393.68
18/09/2012,393.68,400.2,-6.52,-2.71,2.0231,386.85
19/09/2012,386.85,393.68,-6.83,2.3,2.0242,391.88
20/09/2012,391.88,386.85,5.03,-4.1,2.0213,383.39
21/09/2012,383.39,391.88,-8.49,3.85,2.0225,391.38
24/09/2012,391.38,383.39,7.99,-7.31,2.0264,376.95
25/09/2012,376.95,391.38,-14.43,5.97,2.0315,389.62
26/09/2012,389.62,376.95,12.67,-4.07,2.0362,382.49
27/09/2012,382.49,389.62,-7.13,5.95,2.0293,393.64
28/09/2012,393.64,382.49,11.15,-3.25,2.0257,386.85
01/10/2012,386.85,393.64,-6.79,4.95,2.0264,396.5
02/10/2012,396.5,386.85,9.65,3.22,2.0257,403.02
03/10/2012,403.02,396.5,6.52,-3.64,2022,394.68
04/10/2012,394.68,403.02,-8.34,-5.52,2.0177,382.93
05/10/2012,382.93,394.68,-11.75,-2.95,2031,379.04
08/10/2012,379.04,382.93,-3.89,-1.75,2.0297,375.31
09/10/2012,375.31,379.04,-3.73,0.58,2.0362,377.79
10/10/2012,377.79,375.31,2.48,-3.03,2.0426,372.34
11/10/2012,372.34,377.79,-5.45,-1.04,2.0423,370.04
15/10/2012,370.04,372.34,-2.3,0.27,2.0363,369.68
16/10/2012,369.68,370.04,-0.36,3.06,2033,376.28
17/10/2012,376.28,369.68,6.6,-1.51,2032,372.28
18/10/2012,372.28,376.28,-4,-5.04,2.0263,361.51
19/10/2012,361.51,372.28,-10.77,5.44,2.0277,372.55
22/10/2012,372.55,361.51,11.04,0.38,2.0242,372.58
23/10/2012,372.58,372.55,0.03,-1.45,2027,370.2
24/10/2012,370.2,372.58,-2.38,-1.31,2.0252,367.55
25/10/2012,367.55,370.2,-2.65,0.86,2.0252,369.11
26/10/2012,369.11,367.55,1.56,-2.34,2027,364.53
29/10/2012,364.53,369.11,-4.58,2.48,2.0335,370.65
30/10/2012,370.65,364.53,6.12,-2.81,2.0307,364.58
31/10/2012,364.58,370.65,-6.07,0.95,2.0309,366.33
01/11/2012,366.33,364.58,1.75,-1.42,2031,363.81
05/11/2012,363.81,366.33,-2.52,-1.34,2.0353,361.62
06/11/2012,361.62,363.81,-2.19,-0.9,2.0321,359.62
07/11/2012,359.62,361.62,-2,-0.11,2.0337,359.56
08/11/2012,359.56,359.62,-0.06,-0.24,2.0404,360.31
09/11/2012,360.31,359.56,0.75,-1.55,2.0463,358.19
12/11/2012,358.19,360.31,-2.12,2.9,2051,364.84
13/11/2012,364.84,358.19,6.65,-5.45,2.0583,357.46
14/11/2012,357.46,364.84,-7.38,-1.13,2.0669,353.91
16/11/2012,353.91,357.46,-3.55,-1.56,2.0842,352.9
19/11/2012,352.9,353.91,-1.01,0.71,2.0762,354.19
20/11/2012,354.19,352.9,1.29,-0.3,2.0805,354.6
21/11/2012,354.6,354.19,0.41,-0.94,2.0988,354.15
22/11/2012,354.15,354.6,-0.45,-0.21,2.1048,354.23
23/11/2012,354.23,354.15,0.08,0.06,2.0816,351.99
26/11/2012,351.99,354.23,-2.24,-2.5,2083,346.6
27/11/2012,346.6,351.99,-5.39,0.93,2.0842,348.39
28/11/2012,348.39,346.6,1.79,0.46,2.0928,350.51
29/11/2012,350.51,348.39,2.12,-0.56,2.0987,351.02
30/11/2012,351.02,350.51,0.51,-4.3,2.1361,346.73
03/12/2012,346.73,351.02,-4.29,0.85,2.1193,347.23
04/12/2012,347.23,346.73,0.5,0.54,2.1197,348.04
05/12/2012,348.04,347.23,0.81,-0.99,2.0878,343
06/12/2012,343,348.04,-5.04,4.96,2.0774,350.03
07/12/2012,350.03,343,7.03,-0.83,2.0747,349.65
10/12/2012,349.65,350.03,-0.38,-2.69,2.0768,342.55
11/12/2012,342.55,349.65,-7.1,1.16,2.0787,345.3
12/12/2012,345.3,342.55,2.75,0.15,2072,344.62
13/12/2012,344.62,345.3,-0.68,-0.83,2.0852,344.22
14/12/2012,344.22,344.62,-0.4,-2.59,2.0856,339.79
17/12/2012,339.79,344.22,-4.43,-1.8,2.0995,337.34
18/12/2012,337.34,339.79,-2.45,-0.11,2089,335.98
19/12/2012,335.98,337.34,-1.36,2.26,2.0716,337.77
20/12/2012,337.77,335.98,1.79,0.1,2.0694,336.5
21/12/2012,336.5,337.77,-1.27,-1.61,2.0783,334.96
26/12/2012,334.96,336.5,-1.54,3.05,2.0491,338.32
27/12/2012,338.32,334.96,3.36,-0.11,2.0434,336.29
28/12/2012,336.29,338.32,-2.03,-1.36,2.0475,333.66
02/01/2013,333.66,336.29,-2.63,1.08,2.0452,335.86
03/01/2013,335.86,333.66,2.2,0.27,2.0459,334.94
04/01/2013,334.94,335.86,-0.92,1.35,2.0347,338.03
07/01/2013,338.03,334.94,3.09,1.56,2.0267,340.04
08/01/2013,340.04,338.03,2.01,-1.4,2.0415,338.68
09/01/2013,338.68,340.04,-1.36,-0.71,2.0381,336.91
10/01/2013,336.91,338.68,-1.77,1.31,2029,338.25
11/01/2013,338.25,336.91,1.34,0.88,2.0332,341.04
14/01/2013,341.04,338.25,2.79,1.41,2.0318,343.23
15/01/2013,343.23,341.04,2.19,1.35,2.0358,346.65
16/01/2013,346.65,343.23,3.42,-1.45,2.0424,345.06
17/01/2013,345.06,346.65,-1.59,1.42,2.0385,347.78
18/01/2013,347.78,345.06,2.72,1.12,2.0408,350.4
21/01/2013,350.4,347.78,2.62,-0.62,2.0418,348.63
22/01/2013,348.63,350.4,-1.77,-1.51,2.0429,345.88
23/01/2013,345.88,348.63,-2.75,-0.06,2.0354,344.76
24/01/2013,344.76,345.88,-1.12,-3.1,2.03,337.26
25/01/2013,337.26,344.76,-7.5,0.88,2.03,338.89
28/01/2013,338.89,337.26,1.63,2.17,1.9958,338.56
29/01/2013,338.56,338.89,-0.33,1.69,1.9859,339.21
30/01/2013,339.21,338.56,0.65,-0.24,1.9914,339.41
31/01/2013,339.41,339.21,0.2,-1.37,1.9908,336.18
01/02/2013,336.18,339.41,-3.23,0.04,1.9878,336.27
04/02/2013,336.27,336.18,0.09,-1.81,1996,333.67
05/02/2013,333.67,336.27,-2.6,-1.28,1.9845,329.95
06/02/2013,329.95,333.67,-3.72,-0.45,1.9903,329.55
07/02/2013,329.55,329.95,-0.4,-0.55,1.9667,325.66
08/02/2013,325.66,329.55,-3.89,-1.66,1.9732,322.39
13/02/2013,322.39,325.66,-3.27,-1.31,1.9647,318.83
14/02/2013,318.83,322.39,-3.56,0.06,1.9577,317.82
15/02/2013,317.82,318.83,-1.01,-2.68,1.9688,313.83
18/02/2013,313.83,317.82,-3.99,-0.88,1.9634,311.47
19/02/2013,311.47,313.83,-2.36,-0.59,1.9543,309.04
20/02/2013,309.04,311.47,-2.43,0.67,1.9611,311.78
21/02/2013,311.78,309.04,2.74,-2.91,1.9735,307.78
22/02/2013,307.78,311.78,-4,1.47,1.9727,310.21
25/02/2013,310.21,307.78,2.43,-1.06,1983,308.91
26/02/2013,308.91,310.21,-1.3,0.46,1.9825,310.91
27/02/2013,310.91,308.91,2,1.19,1.9732,311.53
28/02/2013,311.53,310.91,0.62,-1.31,1.9803,309.42
01/03/2013,309.42,311.53,-2.11,0.45,1.9792,311.25
04/03/2013,311.25,309.42,1.83,0.99,1.9708,312.58
05/03/2013,312.58,311.25,1.33,-3.96,1.9644,302.91
06/03/2013,302.91,312.58,-9.67,0.88,1.9708,305.1
07/03/2013,305.1,302.91,2.19,3.02,1.9607,309.79
08/03/2013,309.79,305.1,4.69,-1.44,1.9447,305.23
11/03/2013,305.23,309.79,-4.56,1.08,1.9567,308.61
12/03/2013,308.61,305.23,3.38,0.37,1.9647,309.95
13/03/2013,309.95,308.61,1.34,-2.16,1.9723,307.29
14/03/2013,307.29,309.95,-2.66,-0.02,1.9717,308.03
15/03/2013,308.03,307.29,0.74,-4.41,1.9817,300.21
18/03/2013,300.21,308.03,-7.82,-2.5,1982,296.14
19/03/2013,296.14,300.21,-4.07,-1.12,1.9855,293.61
20/03/2013,293.61,296.14,-2.53,0.8,1.9903,295.95
21/03/2013,295.95,293.61,2.34,-2.33,2.1982,293.5
22/03/2013,293.5,295.95,-2.45,2.52,2.1991,299.6
25/03/2013,299.6,293.5,6.1,0.57,2.0123,300.61
26/03/2013,300.61,299.6,1.01,2.57,2.0173,306.39
27/03/2013,306.39,300.61,5.78,-1.72,2011,301.56
28/03/2013,301.56,306.39,-4.83,-1.33,2.0224,300.97
01/04/2013,300.97,301.56,-0.59,3.25,2.0205,307.24
02/04/2013,307.24,300.97,6.27,-0.98,2019,305.56
03/04/2013,305.56,307.24,-1.68,1.78,2.0245,309.47
04/04/2013,309.47,305.56,3.91,0.5,2.0137,309.1
05/04/2013,309.1,309.47,-0.37,2.85,1986,310.62
08/04/2013,310.62,309.1,1.52,-5.82,1.9922,299.35
09/04/2013,299.35,310.62,-11.27,1.11,1.9811,300.8
10/04/2013,300.8,299.35,1.45,2.46,1.9743,304.61
11/04/2013,304.61,300.8,3.81,-1.58,1.9737,301.33
12/04/2013,301.33,304.61,-3.28,0.1,1.9695,300.46
15/04/2013,300.46,301.33,-0.87,-4.78,2.2012,294.73
16/04/2013,294.73,300.46,-5.73,0.67,1987,295.94
17/04/2013,295.94,294.73,1.21,0.31,2.2012,297.43
18/04/2013,297.43,295.94,1.49,1.36,2.0187,302.87
19/04/2013,302.87,297.43,5.44,3.36,2.0108,308.41
22/04/2013,308.41,302.87,5.54,-3.04,2.0213,303.82
23/04/2013,303.82,308.41,-4.59,-4.26,2.0248,295.65
24/04/2013,295.65,303.82,-8.17,0.08,2.0109,294.92
25/04/2013,294.92,295.65,-0.73,0.14,2.2017,293.89
26/04/2013,293.89,294.92,-1.03,-0.41,1.9988,291.76
29/04/2013,291.76,293.89,-2.13,0.31,2.1982,292.66
30/04/2013,292.66,291.76,0.9,-0.25,2.2017,292.3
02/05/2013,292.3,292.66,-0.36,4.22,2.1997,302.11
03/05/2013,302.11,292.3,9.81,0.51,2.1991,303.14
06/05/2013,303.14,302.11,1.03,1,2.1996,305.77
07/05/2013,305.77,303.14,2.63,-0.21,2.1979,303.97
08/05/2013,303.97,305.77,-1.8,0.49,2.1955,304.79
09/05/2013,304.79,303.97,0.82,1.66,2.0137,309.36
10/05/2013,309.36,304.79,4.57,-1.82,2.0201,307.82
13/05/2013,307.82,309.36,-1.54,3.4,2.1974,312.07
14/05/2013,312.07,307.82,4.25,-2.21,2.0204,308.55
15/05/2013,308.55,312.07,-3.52,-2.77,2.0229,304.46
16/05/2013,304.46,308.55,-4.09,-2.15,2.0268,300.71
17/05/2013,300.71,304.46,-3.75,-1.63,2.0353,298.56
20/05/2013,298.56,300.71,-2.15,-1.15,2.0398,296.37
21/05/2013,296.37,298.56,-2.19,-1.77,2.0413,292.61
22/05/2013,292.61,296.37,-3.76,-4.44,2049,285.37
23/05/2013,285.37,292.61,-7.24,0.79,2.0442,287.56
24/05/2013,287.56,285.37,2.19,-1.58,2.0518,283.75
27/05/2013,283.75,287.56,-3.81,1.11,2.0545,286.73
28/05/2013,286.73,283.75,2.98,-3.44,2.0757,281.97
29/05/2013,281.97,286.73,-4.76,-2.24,2.1106,282.28
31/05/2013,282.28,281.97,0.31,-1.33,2.1423,284.37
03/06/2013,284.37,282.28,2.09,3.02,2.1243,288.29
04/06/2013,288.29,284.37,3.92,-1.71,2.1258,285.84
05/06/2013,285.84,288.29,-2.45,1.25,2.1288,287.83
06/06/2013,287.83,285.84,1.99,2.99,2.1304,292.84
07/06/2013,292.84,287.83,5.01,-2.94,2.1321,288.49
10/06/2013,288.49,292.84,-4.35,1.31,2.1466,292.92
11/06/2013,292.92,288.49,4.43,0.4,2.1323,292.28
12/06/2013,292.28,292.92,-0.64,-6.75,2156,279.81
13/06/2013,279.81,292.28,-12.47,1.35,2.1218,281.4
14/06/2013,281.4,279.81,1.59,1.59,2.1528,283.88
17/06/2013,283.88,281.4,2.48,-1.66,2.1705,285.18
18/06/2013,285.18,283.88,1.3,-1.25,2181,283.12
19/06/2013,283.12,285.18,-2.06,-0.42,2225,285.84
20/06/2013,285.84,283.12,2.72,-4.67,2.2586,282.28
21/06/2013,282.28,285.84,-3.56,1.07,2242,282.81
24/06/2013,282.81,282.28,0.53,3.4,2226,288.25
25/06/2013,288.25,282.81,5.44,-1.61,2.2139,284.39
26/06/2013,284.39,288.25,-3.86,-0.02,2187,281.15
27/06/2013,281.15,284.39,-3.24,2.03,2.1989,283.28
28/06/2013,283.28,281.15,2.13,-1.66,2.2321,284.27
01/07/2013,284.27,283.28,0.99,0.7,2.2283,287.39
02/07/2013,287.39,284.27,3.12,-0.79,2.2546,288.06
03/07/2013,288.06,287.39,0.67,-2.44,2.2681,285.07
04/07/2013,285.07,288.06,-2.99,0.72,2248,285.58
05/07/2013,285.58,285.07,0.51,1.29,2.2525,288.75
08/07/2013,288.75,285.58,3.17,-0.34,2.2642,287.47
09/07/2013,287.47,288.75,-1.28,-1.41,2.2571,285.03
10/07/2013,285.03,287.47,-2.44,0.09,2.2643,286
11/07/2013,286,285.03,0.97,1.85,2.2538,288.67
12/07/2013,288.67,286,2.67,-3.7,2.2673,281.29
15/07/2013,281.29,288.67,-7.38,3.77,2.2193,288.45
16/07/2013,288.45,281.29,7.16,1.84,2.2531,290.11
17/07/2013,290.11,288.45,1.66,0.28,2.2257,290.1
18/07/2013,290.1,290.11,-0.01,3.52,2.2271,297.55
19/07/2013,297.55,290.1,7.45,-3.92,2.2467,290.25
22/07/2013,290.25,297.55,-7.3,1.03,2.2328,292.16
23/07/2013,292.16,290.25,1.91,-0.07,2.2134,290.43
24/07/2013,290.43,292.16,-1.73,-5.29,2.2513,281.93
25/07/2013,281.93,290.43,-8.5,3.43,2.2428,288.88
26/07/2013,288.88,281.93,6.95,-2.08,2.2568,285.21
29/07/2013,285.21,288.88,-3.67,-1.35,2.2687,284.31
30/07/2013,284.31,285.21,-0.9,-0.04,2.2832,285.72
31/07/2013,285.72,284.31,1.41,0.17,2.2771,285.74
01/08/2013,285.74,285.72,0.02,-3.93,2.3045,279.82
02/08/2013,279.82,285.74,-5.92,3.27,2.2876,284.36
05/08/2013,284.36,279.82,4.54,0.71,2.3058,288.6
06/08/2013,288.6,284.36,4.24,-2.15,2.2991,283.53
07/08/2013,283.53,288.6,-5.07,0.93,2314,287.03
08/08/2013,287.03,283.53,3.5,2.31,2.2844,289.1
09/08/2013,289.1,287.03,2.07,1.12,2.2717,290.12
12/08/2013,290.12,289.1,1.02,-0.53,2.2873,290.81
13/08/2013,290.81,290.12,0.69,-4.61,2.3138,282.97
14/08/2013,282.97,290.81,-7.84,3.8,2.3244,293.51
15/08/2013,293.51,282.97,10.54,-1.89,2.3407,291.62
16/08/2013,291.62,293.51,-1.89,-2.49,2.3925,291.74
19/08/2013,291.74,291.62,0.12,-1.94,2.4129,289.76
20/08/2013,289.76,291.74,-1.98,-1.6,2.3936,283.52
21/08/2013,283.52,289.76,-6.24,-1.82,2.4524,284.06
22/08/2013,284.06,283.52,0.54,-0.25,2.4348,283.68
23/08/2013,283.68,284.06,-0.38,3.17,2.3486,281.61
26/08/2013,281.61,283.68,-2.07,-0.91,2.3792,283.26
27/08/2013,283.26,281.61,1.65,1.49,2372,284.79
28/08/2013,284.79,283.26,1.53,1.55,2.3442,285.16
29/08/2013,285.16,284.79,0.37,-3.09,2.3598,281.96
30/08/2013,281.96,285.16,-3.2,0.96,2.3862,284.84
02/09/2013,284.84,281.96,2.88,-0.03,2378,283.81
03/09/2013,283.81,284.84,-1.03,-0.95,2.3585,279.79
04/09/2013,279.79,283.81,-4.02,2.42,2.3605,285.01
05/09/2013,285.01,279.79,5.22,0.35,2.3249,281.57
06/09/2013,281.57,285.01,-3.44,0.1,2.3066,280.1
09/09/2013,280.1,281.57,-1.47,1.29,2.2763,279.41
10/09/2013,279.41,280.1,-0.69,-1.17,2.2836,277.84
11/09/2013,277.84,279.41,-1.57,2.43,2.2772,281.77
12/09/2013,281.77,277.84,3.93,-0.95,2.2752,279.62
13/09/2013,279.62,281.77,-2.15,0.01,2.2803,280.62
16/09/2013,280.62,279.62,1,-1.46,2.2843,276.82
17/09/2013,276.82,280.62,-3.8,-1.53,2256,271.16
