data,brl_price_yesterday,brl_price_yesterday-1,var_brl_price_yesterday,var_usd_price_yesterday,usd,brl_price
22/08/2017,448.64,451.73,-3.09,0.14,3.1611,448.96
23/08/2017,448.96,448.64,0.32,0.54,3.1414,446.41
24/08/2017,446.41,448.96,-2.55,-1.28,3.1481,443.36
25/08/2017,443.36,446.41,-3.05,1.34,3.1603,448.86
28/08/2017,448.86,443.36,5.5,0.5,3167,451.59
29/08/2017,451.59,448.86,2.73,-0.86,3.1652,448.87
30/08/2017,448.87,451.59,-2.72,-1,3.1603,445.43
31/08/2017,445.43,448.87,-3.44,0.5,3.1479,445.72
01/09/2017,445.72,445.43,0.29,0.23,3.1416,445.47
04/09/2017,445.47,445.72,-0.25,0.4,3.1417,445.57
05/09/2017,445.57,445.47,0.1,0.26,3.1174,443.98
06/09/2017,443.98,445.57,-1.59,1.07,3.1004,445.17
08/09/2017,445.17,443.98,1.19,0.6,3.0867,445.43
11/09/2017,445.43,445.17,0.26,-0.8,3.1029,444.12
12/09/2017,444.12,445.43,-1.31,0.18,3.1252,448.83
13/09/2017,448.83,444.12,4.71,3.7,3.1353,460.68
14/09/2017,460.68,448.83,11.85,1.22,3119,462.28
15/09/2017,462.28,460.68,1.6,2.16,3.1085,468.86
18/09/2017,468.86,462.28,6.58,-0.93,3.1368,468.52
19/09/2017,468.52,468.86,-0.34,-3.4,3.1351,458.9
20/09/2017,458.9,468.52,-9.62,1.1,3.1325,461.31
21/09/2017,461.31,458.9,2.41,-0.96,3.1377,460.06
22/09/2017,460.06,461.31,-1.25,0.72,3125,459.69
25/09/2017,459.69,460.06,-0.37,-4.06,3.1599,451.27
26/09/2017,451.27,459.69,-8.42,-0.92,3.1666,450.23
27/09/2017,450.23,451.27,-1.04,-0.65,3.1932,451.26
28/09/2017,451.26,450.23,1.03,-0.24,3.1825,449.1
29/09/2017,449.1,451.26,-2.16,0.45,3.1619,448.53
02/10/2017,448.53,449.1,-0.57,-0.51,3.1545,445.1
03/10/2017,445.1,448.53,-3.43,-0.6,3.1427,442.08
04/10/2017,442.08,445.1,-3.02,-0.49,3.1351,438.28
05/10/2017,438.28,442.08,-3.8,-0.38,3.1545,440.47
06/10/2017,440.47,438.28,2.19,2.43,3.1561,448.55
09/10/2017,448.55,440.47,8.08,0.51,3.1888,454.28
10/10/2017,454.28,448.55,5.73,0.36,3.1795,454.45
11/10/2017,454.45,454.28,0.17,-2.15,3.1724,445.79
13/10/2017,445.79,454.45,-8.66,0.28,3.1452,444.54
16/10/2017,444.54,445.79,-1.25,-2.32,3.1712,439.72
17/10/2017,439.72,444.54,-4.82,0.3,3158,440.54
18/10/2017,440.54,439.72,0.82,0.01,3.1711,440.14
19/10/2017,440.14,440.54,-0.4,1.29,3.1671,445.65
20/10/2017,445.65,440.14,5.51,-0.33,3.1926,446.29
23/10/2017,446.29,445.65,0.64,-2.4,3.2378,443.85
24/10/2017,443.85,446.29,-2.44,-1.61,3.2435,443.15
25/10/2017,443.15,443.85,-0.7,1.03,3.2332,444.47
26/10/2017,444.47,443.15,1.32,-0.14,3.2906,448.51
27/10/2017,448.51,444.47,4.04,3.32,3.2363,455.06
30/10/2017,455.06,448.51,6.55,-2.13,3.2891,452.83
31/10/2017,452.83,455.06,-2.23,-0.33,3.2727,451.2
01/11/2017,451.2,452.83,-1.63,-1.32,3.2677,445.63
03/11/2017,445.63,451.2,-5.57,-1.02,3.3144,446.92
06/11/2017,446.92,445.63,1.29,3.46,3.2495,452.79
07/11/2017,452.79,446.92,5.87,-2.01,3.2714,449.09
08/11/2017,449.09,452.79,-3.7,1.09,3.2548,449.65
09/11/2017,449.65,449.09,0.56,1.02,3.2521,452.4
10/11/2017,452.4,449.65,2.75,-0.51,3.2779,454.08
13/11/2017,454.08,452.4,1.68,-0.32,3.2794,455.25
14/11/2017,455.25,454.08,1.17,0.34,3.3131,457.89
16/11/2017,457.89,455.25,2.64,0,3274,453.72
17/11/2017,453.72,457.89,-4.17,0.24,3.2574,452.3
20/11/2017,452.3,453.72,-1.42,-1.1,3.2574,449.03
21/11/2017,449.03,452.3,-3.27,1.73,3.2588,452.97
22/11/2017,452.97,449.03,3.94,0.27,3.2243,451.73
23/11/2017,451.73,452.97,-1.24,0.53,3.2219,451.47
24/11/2017,451.47,451.73,-0.26,0.45,3233,454.06
27/11/2017,454.06,451.47,2.59,0.52,3.2278,454.18
28/11/2017,454.18,454.06,0.12,1.49,3.2131,457.98
29/11/2017,457.98,454.18,3.8,-0.88,3.2461,460.12
30/11/2017,460.12,457.98,2.14,-2.52,3.2727,456.27
01/12/2017,456.27,460.12,-3.85,1.64,3.2581,458.94
04/12/2017,458.94,456.27,2.67,-0.57,3.2442,454.98
05/12/2017,454.98,458.94,-3.96,0.67,3.2418,455.35
06/12/2017,455.35,454.98,0.37,-1.34,3.2357,452.54
07/12/2017,452.54,455.35,-2.81,-3.48,3.2907,447.65
08/12/2017,447.65,452.54,-4.89,-1.73,3.2919,443.6
11/12/2017,443.6,447.65,-4.05,0.65,3.3048,445.61
12/12/2017,445.61,443.6,2.01,-2.57,3.3065,440.83
13/12/2017,440.83,445.61,-4.78,1.45,3.31,443.5
14/12/2017,443.5,440.83,2.67,-0.56,3.3419,445.64
15/12/2017,445.64,443.5,2.14,0.97,3.2947,444.19
18/12/2017,444.19,445.64,-1.45,0.75,3.2923,445.45
19/12/2017,445.45,444.19,1.26,-0.02,3.29,445.94
20/12/2017,445.94,445.45,0.49,0.78,3.2979,447.15
21/12/2017,447.15,445.94,1.21,-1.24,3.3084,445.62
22/12/2017,445.62,447.15,-1.53,-1.49,3337,443.34
26/12/2017,443.34,445.62,-2.28,0.9,3.3111,444.62
27/12/2017,444.62,443.34,1.28,1.34,3315,448.24
28/12/2017,448.24,444.62,3.62,-0.38,3.3125,446.7
02/01/2018,446.7,448.24,-1.54,4.68,3.2591,455.34
03/01/2018,455.34,446.7,8.64,0.17,3237,453.41
04/01/2018,453.41,455.34,-1.93,0.93,3.2346,454.29
05/01/2018,454.29,453.41,0.88,-0.02,3.2292,454.8
08/01/2018,454.8,454.29,0.51,-1.89,3.2407,449.1
09/01/2018,449.1,454.8,-5.7,-0.83,3.2483,448.34
10/01/2018,448.34,449.1,-0.76,0.82,3.2283,448.24
11/01/2018,448.24,448.34,-0.1,-0.71,3.2155,445.41
12/01/2018,445.41,448.24,-2.83,0.14,3.2064,443.64
15/01/2018,443.64,445.41,-1.77,0.29,3.2163,444.7
16/01/2018,444.7,443.64,1.06,-1.52,3.2243,442.55
17/01/2018,442.55,444.7,-2.15,1.44,3.2238,445.29
18/01/2018,445.29,442.55,2.74,-0.28,3.2065,443.82
19/01/2018,443.82,445.29,-1.47,0.53,3.1962,443.86
22/01/2018,443.86,443.82,0.04,0.19,3.2021,445.71
23/01/2018,445.71,443.86,1.85,-2.1,3237,443.62
24/01/2018,443.62,445.71,-2.09,2.7,3.1465,443.31
25/01/2018,443.31,443.62,-0.31,0.99,3.1485,441.12
26/01/2018,441.12,443.31,-2.19,0.8,3151,444.62
29/01/2018,444.62,441.12,3.5,-1.13,3155,443.88
30/01/2018,443.88,444.62,-0.74,-1.06,3.1812,442.06
31/01/2018,442.06,443.88,-1.82,0.23,3.1859,444.18
01/02/2018,444.18,442.06,2.12,-0.56,3.1669,439.89
02/02/2018,439.89,444.18,-4.29,-1.94,3.2181,439.64
05/02/2018,439.64,439.89,-0.25,-1.18,3.2625,440.31
06/02/2018,440.31,439.64,0.67,0.94,3.2348,442.67
07/02/2018,442.67,440.31,2.36,-1.69,3.2714,442.33
08/02/2018,442.33,442.67,-0.34,-0.17,3.2858,442.31
09/02/2018,442.31,442.33,-0.02,-0.3,3.2942,444.83
14/02/2018,444.83,442.31,2.52,2.62,3.2174,442.81
15/02/2018,442.81,444.83,-2.02,-0.56,3.2279,441.95
16/02/2018,441.95,442.81,-0.86,-1.56,3.2312,434.47
19/02/2018,434.47,441.95,-7.48,-0.8,3.2346,433.9
20/02/2018,433.9,434.47,-0.57,-0.94,3.2557,433.39
21/02/2018,433.39,433.9,-0.51,0.24,3.2692,433.9
22/02/2018,433.9,433.39,0.51,0.68,3.2502,435.45
23/02/2018,435.45,433.9,1.55,0.21,3.2379,435.47
26/02/2018,435.47,435.45,0.02,-0.17,3.2258,434.37
27/02/2018,434.37,435.47,-1.1,-0.01,3.2516,435.7
28/02/2018,435.7,434.37,1.33,0.62,3.2462,436.49
01/03/2018,436.49,435.7,0.79,-0.44,3.2515,437.48
02/03/2018,437.48,436.49,0.99,0.11,3.2528,437.18
05/03/2018,437.18,437.48,-0.3,-2.2,3243,429.48
06/03/2018,429.48,437.18,-7.7,2.36,3.2117,431.9
07/03/2018,431.9,429.48,2.42,-1.25,3.2454,432.83
08/03/2018,432.83,431.9,0.93,-1.34,3.2669,430.98
09/03/2018,430.98,432.83,-1.85,0.35,3.2553,430.28
12/03/2018,430.28,430.98,-0.7,-0.34,3.2622,429.83
13/03/2018,429.83,430.28,-0.45,1.08,3.2607,434.54
14/03/2018,434.54,429.83,4.71,-0.91,3.2607,431.57
15/03/2018,431.57,434.54,-2.97,-2.55,3.2862,426.73
16/03/2018,426.73,431.57,-4.84,0.78,3.2811,427.1
19/03/2018,427.1,426.73,0.37,-0.43,3.2862,427.36
20/03/2018,427.36,427.1,0.26,-1.17,3.3117,426.22
21/03/2018,426.22,427.36,-1.14,1.74,3.2725,427.16
22/03/2018,427.16,426.22,0.94,-0.39,3.3159,429.91
23/03/2018,429.91,427.16,2.75,-2.17,3.3123,424.28
26/03/2018,424.28,429.91,-5.63,0.77,3.3119,425.43
27/03/2018,425.43,424.28,1.15,0.26,3.3288,429.78
28/03/2018,429.78,425.43,4.35,-0.24,3.3205,428.96
29/03/2018,428.96,429.78,-0.82,0.59,3306,427.18
02/04/2018,427.18,428.96,-1.78,-1.48,3.3112,424.46
03/04/2018,424.46,427.18,-2.72,-0.23,3.3413,426.01
04/04/2018,426.01,424.46,1.55,-0.17,3.3297,425.57
05/04/2018,425.57,426.01,-0.44,-0.27,3.3449,425.44
06/04/2018,425.44,425.57,-0.13,-0.24,3.3697,428.07
09/04/2018,428.07,425.44,2.63,-0.84,3.42,429.15
10/04/2018,429.15,428.07,1.08,0.38,3.4088,431.07
11/04/2018,431.07,429.15,1.92,0.55,3.3746,429.5
12/04/2018,429.5,431.07,-1.57,0.27,3.4133,433.34
13/04/2018,433.34,429.5,3.84,-1.53,3.4223,430.78
16/04/2018,430.78,433.34,-2.56,-0.72,3.4194,428.19
17/04/2018,428.19,430.78,-2.59,0.88,3408,428.92
18/04/2018,428.92,428.19,0.73,-0.02,3.3805,425.59
19/04/2018,425.59,428.92,-3.33,0.17,3.3885,427.57
20/04/2018,427.57,425.59,1.98,-1.01,3413,427.02
23/04/2018,427.02,427.57,-0.55,0.38,3.4527,432.81
24/04/2018,432.81,427.02,5.79,0.66,3.4714,437.75
25/04/2018,437.75,432.81,4.94,-0.98,3485,436.6
26/04/2018,436.6,437.75,-1.15,0.49,3.4755,437.32
27/04/2018,437.32,436.6,0.72,1.14,3.4568,439.13
30/04/2018,439.13,437.32,1.81,-1.15,3.5072,440.67
02/05/2018,440.67,439.13,1.54,0.94,3.5518,449.3
03/05/2018,449.3,440.67,8.63,2.11,3.5282,453.95
04/05/2018,453.95,449.3,4.65,-0.65,3.5303,451.15
07/05/2018,451.15,453.95,-2.8,-2.79,3.5534,445.31
08/05/2018,445.31,451.15,-5.84,-0.06,3.5636,447.24
09/05/2018,447.24,445.31,1.93,-1.63,3.5924,445.49
10/05/2018,445.49,447.24,-1.75,1.69,3.5502,444.31
11/05/2018,444.31,445.49,-1.18,-0.83,3.5999,448.47
14/05/2018,448.47,444.31,4.16,-2.26,3.6231,443
15/05/2018,443,448.47,-5.47,-0.63,3654,445.21
16/05/2018,445.21,443,2.21,-0.51,3.6761,445.28
17/05/2018,445.28,445.21,0.07,0.97,3.6966,452.17
18/05/2018,452.17,445.28,6.89,-0.27,3737,455.8
21/05/2018,455.8,452.17,3.63,2.45,3.6772,458.01
22/05/2018,458.01,455.8,2.21,0.91,3.6448,455.47
23/05/2018,455.47,458.01,-2.54,-0.51,3.6288,451.98
24/05/2018,451.98,455.47,-3.49,-0.01,3.6496,454.34
25/05/2018,454.34,451.98,2.36,-0.41,3.6524,456.17
28/05/2018,456.17,454.34,1.83,-2.46,3.7352,454.95
29/05/2018,454.95,456.17,-1.22,0.3,3.7254,457.17
30/05/2018,457.17,454.95,2.22,0.05,3.7241,456.63
01/06/2018,456.63,457.17,-0.54,-0.01,3.7633,459.52
04/06/2018,459.52,456.63,2.89,0.4,3.7468,458.06
05/06/2018,458.06,459.52,-1.46,-2,3.8068,459.14
06/06/2018,459.14,458.06,1.08,0.13,3.8488,460.5
07/06/2018,460.5,459.14,1.36,-1.75,3.9078,465.92
08/06/2018,465.92,460.5,5.42,3.73,3.7094,455.68
11/06/2018,455.68,465.92,-10.24,-1.3,3.7097,451.09
12/06/2018,451.09,455.68,-4.59,1.2,3.7185,455.19
13/06/2018,455.19,451.09,4.1,-1.47,3.7201,449.82
14/06/2018,449.82,455.19,-5.37,-2.26,3806,450.93
15/06/2018,450.93,449.82,1.11,1.95,3.7296,449.29
18/06/2018,449.29,450.93,-1.64,-0.92,3747,448.99
19/06/2018,448.99,449.29,-0.3,-0.52,3.7471,446.42
20/06/2018,446.42,448.99,-2.57,-1.17,3.7715,446.05
21/06/2018,446.05,446.42,-0.37,0.79,3.7691,447.97
22/06/2018,447.97,446.05,1.92,-0.95,3786,445.34
25/06/2018,445.34,447.97,-2.63,0.93,3.7767,449.58
26/06/2018,449.58,445.34,4.24,-0.16,3.8016,450.63
27/06/2018,450.63,449.58,1.05,-1.49,3.8628,451.51
28/06/2018,451.51,450.63,0.88,-0.67,3.8624,450.12
29/06/2018,450.12,451.51,-1.39,-0.13,3.8771,451.14
02/07/2018,451.14,450.12,1.02,-2.41,3.9129,445.88
03/07/2018,445.88,451.14,-5.26,0.44,3.8975,445.56
04/07/2018,445.56,445.88,-0.32,-0.43,3.9137,446.06
05/07/2018,446.06,445.56,0.5,-1.69,3.9327,441.79
06/07/2018,441.79,446.06,-4.27,1.1,3.8628,443.08
09/07/2018,443.08,441.79,1.29,2.24,3.8727,447.56
10/07/2018,447.56,443.08,4.48,1.37,3.8152,444.53
11/07/2018,444.53,447.56,-3.03,-2.39,3.8773,444.84
12/07/2018,444.84,444.53,0.31,-0.49,3.8822,443.5
13/07/2018,443.5,444.84,-1.34,0.55,3.8518,441.86
16/07/2018,441.86,443.5,-1.64,0.34,3.8605,444.21
17/07/2018,444.21,441.86,2.35,-0.21,3.8388,441.1
18/07/2018,441.1,444.21,-3.11,-2.17,3.8512,431.85
19/07/2018,431.85,441.1,-9.25,-0.2,3.8295,434.8
20/07/2018,434.8,431.85,2.95,2.52,3.7681,434.76
23/07/2018,434.76,434.8,-0.04,0.63,3.7826,437.73
24/07/2018,437.73,434.76,2.97,0.43,3.7481,434.48
25/07/2018,434.48,437.73,-3.25,1,3.6886,433.78
26/07/2018,433.78,434.48,-0.7,-1.92,3.7462,430.71
27/07/2018,430.71,433.78,-3.07,1.43,3.7114,432.78
30/07/2018,432.78,430.71,2.07,-0.54,3.7307,432.52
31/07/2018,432.52,432.78,-0.26,-1.47,3.7563,430.02
01/08/2018,430.02,432.52,-2.5,-0.85,3.7499,426.83
02/08/2018,426.83,430.02,-3.19,-1.41,3.7503,421.88
03/08/2018,421.88,426.83,-4.95,1.08,3708,420.04
06/08/2018,420.04,421.88,-1.84,-0.33,3.7363,421.53
07/08/2018,421.53,420.04,1.49,-0.7,3.7515,422.75
08/08/2018,422.75,421.53,1.22,-0.78,3.7721,420.56
09/08/2018,420.56,422.75,-2.19,-0.02,3.8015,423.83
10/08/2018,423.83,420.56,3.27,-1.03,3.8596,426.36
13/08/2018,426.36,423.83,2.53,-0.89,3884,427.63
14/08/2018,427.63,426.36,1.27,0.61,3.8673,426.15
15/08/2018,426.15,427.63,-1.48,-1.44,3.9055,424.4
16/08/2018,424.4,426.15,-1.75,-2.04,3.9072,416.55
17/08/2018,416.55,424.4,-7.85,-0.8,3.9116,415.24
20/08/2018,415.24,416.55,-1.31,-2.28,3.97,410.34
21/08/2018,410.34,415.24,-4.9,-2.25,4.0477,408.01
22/08/2018,408.01,410.34,-2.33,-0.84,4.0425,408.15
23/08/2018,408.15,408.01,0.14,0.41,4.1155,415.58
24/08/2018,415.58,408.15,7.43,2.69,4102,425.5
27/08/2018,425.5,415.58,9.92,0.79,4.0775,426.77
28/08/2018,426.77,425.5,1.27,-2.1,4.1342,424.23
29/08/2018,424.23,426.77,-2.54,1,4.1074,425.67
30/08/2018,425.67,424.23,1.44,-0.94,4.1495,426.13
31/08/2018,426.13,425.67,0.46,1.41,4.0556,422.44
03/09/2018,422.44,426.13,-3.69,-1.79,4159,423.4
04/09/2018,423.4,422.44,0.96,-0.57,4.1602,421.64
05/09/2018,421.64,423.4,-1.76,1.78,4.1466,426.68
06/09/2018,426.68,421.64,5.04,-0.1,4059,424.5
10/09/2018,424.5,426.68,-2.18,-0.12,4.0867,421.94
11/09/2018,421.94,424.5,-2.56,-1.59,4.1535,422.04
12/09/2018,422.04,421.94,0.1,0.44,4.1579,422.52
13/09/2018,422.52,422.04,0.48,-1.3,4.2077,422.28
14/09/2018,422.28,422.52,-0.24,-0.1,4.1742,418.56
17/09/2018,418.56,422.28,-3.72,0.02,4.1324,414.08
18/09/2018,414.08,418.56,-4.48,-0.77,4.1604,412.02
19/09/2018,412.02,414.08,-2.06,-1.24,4.1315,406.31
20/09/2018,406.31,412.02,-5.71,2.41,4.0771,411.32
21/09/2018,411.32,406.31,5.01,0.51,4.0516,409.74
24/09/2018,409.74,411.32,-1.58,-1.84,4.0928,406.47
25/09/2018,406.47,409.74,-3.27,0.54,4.0757,408.78
26/09/2018,408.78,406.47,2.31,0.24,4.0322,403.95
27/09/2018,403.95,408.78,-4.83,1.1,4.0123,404.51
28/09/2018,404.51,403.95,0.56,0.37,4.0491,411.69
01/10/2018,411.69,404.51,7.18,2.08,4.0181,417.71
02/10/2018,417.71,411.69,6.02,4.23,3.9414,425
03/10/2018,425,417.71,7.29,0.6,3.9015,423.86
04/10/2018,423.86,425,-1.14,0.54,3.8745,425.22
05/10/2018,425.22,423.86,1.36,2.19,3.8413,430.81
08/10/2018,430.81,425.22,5.59,3.34,3779,431.79
09/10/2018,431.79,430.81,0.98,2.07,3.7155,433.63
10/10/2018,433.63,431.79,1.84,-1.65,3.7555,433.03
11/10/2018,433.03,433.63,-0.6,-0.88,3.7812,431.12
15/10/2018,431.12,433.03,-1.91,6.01,3.7357,449.66
16/10/2018,449.66,431.12,18.54,-1.06,3.7252,443.81
17/10/2018,443.81,449.66,-5.85,4.13,3.6875,454.49
18/10/2018,454.49,443.81,10.68,-0.58,3.7216,455.67
19/10/2018,455.67,454.49,1.18,0.66,3.7149,458.1
22/10/2018,458.1,455.67,2.43,-2.27,3686,447.39
23/10/2018,447.39,458.1,-10.71,2.29,3.6942,456.81
24/10/2018,456.81,447.39,9.42,-1.28,3735,456.48
25/10/2018,456.48,456.81,-0.33,0.97,3.7058,455.9
26/10/2018,455.9,456.48,-0.58,1.03,3.6429,453.26
29/10/2018,453.26,455.9,-2.64,-5.44,3.7187,440.66
30/10/2018,440.66,453.26,-12.6,0.88,3.6974,442.26
31/10/2018,442.26,440.66,1.6,-0.95,3722,440.42
01/11/2018,440.42,442.26,-1.84,2.25,3.7012,446.22
05/11/2018,446.22,440.42,5.8,-0.67,3.7262,447.45
06/11/2018,447.45,446.22,1.23,-1.63,3.7615,445.56
07/11/2018,445.56,447.45,-1.89,0.75,3.7318,446.82
08/11/2018,446.82,445.56,1.26,1.08,3.7605,451.11
09/11/2018,451.11,446.82,4.29,-1.32,3.7335,445.33
12/11/2018,445.33,451.11,-5.78,-2.98,3.7675,435.84
13/11/2018,435.84,445.33,-9.49,-2.18,3.8032,435.63
14/11/2018,435.63,435.84,-0.21,3.24,3.7841,444.24
16/11/2018,444.24,435.63,8.61,0.81,3.7435,441.19
19/11/2018,441.19,444.24,-3.05,-2.12,3757,436.39
20/11/2018,436.39,441.19,-4.8,1.2,3.7572,440.47
21/11/2018,440.47,436.39,4.08,-0.83,3.7976,440.34
22/11/2018,440.34,440.47,-0.13,-1.01,3.8045,438.82
23/11/2018,438.82,440.34,-1.52,-1.25,3.8283,435.32
26/11/2018,435.32,438.82,-3.5,-2.36,3941,436.14
27/11/2018,436.14,435.32,0.82,3.1,3.8752,446.3
28/11/2018,446.3,436.14,10.16,0.7,3851,443.71
29/11/2018,443.71,446.3,-2.59,-0.69,3.8527,442.45
30/11/2018,442.45,443.71,-1.26,-2.71,3.8669,432.54
03/12/2018,432.54,442.45,-9.91,0.8,3.8423,432.39
04/12/2018,432.39,432.54,-0.15,-1.51,3.8525,430.06
05/12/2018,430.06,432.39,-2.33,-0.77,3.8686,428.08
06/12/2018,428.08,430.06,-1.98,-0.22,3.8793,429.43
07/12/2018,429.43,428.08,1.35,-0.26,3.9075,427.62
10/12/2018,427.62,429.43,-1.81,-1.16,3.9181,427.61
11/12/2018,427.61,427.62,-0.01,-1.79,3904,419.85
12/12/2018,419.85,427.61,-7.76,1.77,3.8555,419.58
13/12/2018,419.58,419.85,-0.27,-0.65,3.8911,420.01
14/12/2018,420.01,419.58,0.43,-1.1,3.9171,418.5
17/12/2018,418.5,420.01,-1.51,-0.8,3.8995,414.53
18/12/2018,414.53,418.5,-3.97,-0.46,3.9124,413.37
19/12/2018,413.37,414.53,-1.16,0.48,3.8977,412.39
20/12/2018,412.39,413.37,-0.98,0.67,3.8422,412.53
21/12/2018,412.53,412.39,0.14,-0.95,3904,413.1
26/12/2018,413.1,412.53,0.57,0.28,3922,417.17
27/12/2018,417.17,413.1,4.07,-0.21,3.8735,414.14
28/12/2018,414.14,417.17,-3.03,0.97,3.8813,415.45
02/01/2019,415.45,414.14,1.31,-0.32,3.79,407.8
03/01/2019,407.8,415.45,-7.65,1.38,3.7565,406.66
04/01/2019,406.66,407.8,-1.14,1.47,3.7155,407.57
07/01/2019,407.57,406.66,0.91,-0.96,3.7356,405.63
08/01/2019,405.63,407.57,-1.94,2.21,3.7133,411.77
09/01/2019,411.77,405.63,6.14,0.81,3.6807,411.99
10/01/2019,411.99,411.77,0.22,-1.58,3.7105,409.93
11/01/2019,409.93,411.99,-2.06,-0.24,3.7113,408.58
14/01/2019,408.58,409.93,-1.35,0.32,3.6991,407.67
15/01/2019,407.67,408.58,-0.91,-2.32,3.7172,402.67
16/01/2019,402.67,407.67,-5,0.38,3.7366,404.07
17/01/2019,404.07,402.67,1.4,0.57,3.7504,407.61
18/01/2019,407.61,404.07,3.54,1.64,3.7517,415.41
21/01/2019,415.41,407.61,7.8,0.41,3755,417.27
22/01/2019,417.27,415.41,1.86,-2.31,3.8152,412.64
23/01/2019,412.64,417.27,-4.63,1.22,3.7663,413.97
24/01/2019,413.97,412.64,1.33,1.04,3.7733,418.21
25/01/2019,418.21,413.97,4.24,0.31,3.7708,418.56
28/01/2019,418.56,418.21,0.35,-1.32,3.7619,413.73
29/01/2019,413.73,418.56,-4.83,0.38,3.7202,410.74
30/01/2019,410.74,413.73,-2.99,0.24,3685,411.55
31/01/2019,411.55,410.74,0.81,3.16,3644,415.13
01/02/2019,415.13,411.55,3.58,-0.14,3.6597,415.64
04/02/2019,415.64,415.13,0.51,0.27,3.6687,417.87
05/02/2019,417.87,415.64,2.23,0.42,3.6698,418.51
06/02/2019,418.51,417.87,0.64,-0.64,3.6983,420.46
07/02/2019,420.46,418.51,1.95,-0.69,3.7167,418.48
08/02/2019,418.48,420.46,-1.98,-0.92,3.7292,418.21
11/02/2019,418.21,418.48,-0.27,-3.03,3.7577,409.73
12/02/2019,409.73,418.21,-8.48,1.36,3.7098,408.98
13/02/2019,408.98,409.73,-0.75,-1.45,3.7544,408.62
14/02/2019,408.62,408.98,-0.36,-0.64,3.7233,405.12
15/02/2019,405.12,408.62,-3.5,1.17,3.7008,405.26
18/02/2019,405.26,405.12,0.14,-1.17,3.7353,404.19
19/02/2019,404.19,405.26,-1.07,0.51,3.7231,403.12
20/02/2019,403.12,404.19,-1.07,-0.75,3.7277,402.51
21/02/2019,402.51,403.12,-0.61,-0.93,3.7696,401.84
22/02/2019,401.84,402.51,-0.67,1,3.7485,403.63
25/02/2019,403.63,401.84,1.79,-0.71,3.7521,401.42
26/02/2019,401.42,403.63,-2.21,-1.62,3.7489,396.32
27/02/2019,396.32,401.42,-5.1,0.83,3.7287,397.4
28/02/2019,397.4,396.32,1.08,-0.79,3.7514,396.68
01/03/2019,396.68,397.4,-0.72,-0.21,3.7752,398.43
06/03/2019,398.43,396.68,1.75,-1.26,3.8401,400.33
07/03/2019,400.33,398.43,1.9,-1.34,3.8704,401.27
08/03/2019,401.27,400.33,0.94,1.24,3.8668,403.09
11/03/2019,403.09,401.27,1.82,0.43,3.8403,401.91
12/03/2019,401.91,403.09,-1.18,-0.84,3.8114,395.58
13/03/2019,395.58,401.91,-6.33,0.8,3.8147,398.22
14/03/2019,398.22,395.58,2.64,-0.82,3.8443,399.14
15/03/2019,399.14,398.22,0.92,0.71,3.8144,398.96
18/03/2019,398.96,399.14,-0.18,-0.18,3.7915,395.22
19/03/2019,395.22,398.96,-3.74,-0.38,3.7891,393.28
20/03/2019,393.28,395.22,-1.94,-0.47,3.7763,387.99
21/03/2019,387.99,393.28,-5.29,-0.96,3793,388.89
22/03/2019,388.89,387.99,0.9,-2.77,3.9071,389.35
25/03/2019,389.35,388.89,0.46,1.56,3.8544,390.88
26/03/2019,390.88,389.35,1.53,0.3,3.8773,392.84
27/03/2019,392.84,390.88,1.96,-1.82,3.9935,394.11
28/03/2019,394.11,392.84,1.27,0.99,3901,393.99
29/03/2019,393.99,394.11,-0.12,-0.36,3.9247,393.08
01/04/2019,393.08,393.99,-0.91,-0.45,3.8518,387.09
02/04/2019,387.09,393.08,-5.99,-0.21,3.8537,384.58
03/04/2019,384.58,387.09,-2.51,1.67,3.87,392.46
04/04/2019,392.46,384.58,7.88,0.5,3859,392.56
05/04/2019,392.56,392.46,0.1,-1.33,3.8735,388.85
08/04/2019,388.85,392.56,-3.71,-0.4,3.8495,385.4
09/04/2019,385.4,388.85,-3.45,0.88,3851,389.57
10/04/2019,389.57,385.4,4.17,0.91,3.8251,389.32
11/04/2019,389.32,389.57,-0.25,-4.27,3.8582,376.92
12/04/2019,376.92,389.32,-12.4,-0.68,3.8819,377.13
15/04/2019,377.13,376.92,0.21,1.32,3.8723,380.58
16/04/2019,380.58,377.13,3.45,-0.55,3904,381.09
17/04/2019,381.09,380.58,0.51,-2.3,3.9382,375.48
18/04/2019,375.48,381.09,-5.61,1.74,3.9274,382.11
22/04/2019,382.11,375.48,6.63,0.34,3.9365,383.57
23/04/2019,383.57,382.11,1.46,0.42,3.9211,384.33
24/04/2019,384.33,383.57,0.76,-1.55,3.9927,384.41
25/04/2019,384.41,384.33,0.08,0.76,3.9542,384.32
26/04/2019,384.32,384.41,-0.09,0.23,3.9293,383
29/04/2019,383,384.32,-1.32,-0.51,3.9456,381.97
30/04/2019,381.97,383,-1.03,1.75,3.9215,386.67
02/05/2019,386.67,381.97,4.7,-2.17,3.9661,382.13
03/05/2019,382.13,386.67,-4.54,0.67,3.9382,382.47
06/05/2019,382.47,382.13,0.34,-0.88,3.9695,381.01
07/05/2019,381.01,382.47,-1.46,-1.39,3971,376.64
08/05/2019,376.64,381.01,-4.37,0.95,3.9285,376.58
09/05/2019,376.58,376.64,-0.06,0.58,3.9466,380.81
10/05/2019,380.81,376.58,4.23,0.61,3.9572,382.45
